"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"69939","AT 2020yhw","20:41:52.268","-00:26:16.53","","","","","ZTF","ZTF","","ZTF","ZTF19aazdiyr","P48 - ZTF-Cam","","1","1","","16.92","r-ZTF","2020-10-27 02:54:48.960","ZTF_AMPEL_COMPLETE","",""
"69938","AT 2020yhv","20:10:53.471","-21:54:52.49","","","","","ZTF","ZTF","","ZTF","ZTF19aayigvy","P48 - ZTF-Cam","","1","1","","17.83","g-ZTF","2020-10-21 04:03:55.296","ZTF_AMPEL_COMPLETE","",""
"69937","AT 2020yhu","09:01:47.636","+66:49:05.04","","","","","ZTF","ZTF","","ZTF","ZTF19aaiqaly","P48 - ZTF-Cam","","1","1","","20.99","g-ZTF","2020-10-19 10:47:38.400","ZTF_AMPEL_COMPLETE","",""
"69936","AT 2020yht","21:56:38.866","-13:27:13.47","","","","","ZTF","ZTF","","ZTF","ZTF19aabfsnr","P48 - ZTF-Cam","","1","1","","17.58","g-ZTF","2020-10-28 03:58:24.384","ZTF_AMPEL_COMPLETE","",""
"69935","AT 2020yhs","08:42:12.221","-03:48:48.21","","","","","ZTF","ZTF","","ZTF","ZTF18acwwkpy","P48 - ZTF-Cam","","1","1","","19.74","g-ZTF","2020-10-27 12:02:58.848","ZTF_AMPEL_COMPLETE","",""
"69934","AT 2020yhr","07:57:28.042","+04:23:22.66","","","","","ZTF","ZTF","","ZTF","ZTF18acvvweo","P48 - ZTF-Cam","","1","1","","18.56","g-ZTF","2020-10-27 12:00:06.912","ZTF_AMPEL_COMPLETE","",""
"69933","AT 2020yhq","20:23:27.493","-04:20:00.14","","","","","ZTF","ZTF","","ZTF","ZTF18absvfce","P48 - ZTF-Cam","","1","1","","19.97","g-ZTF","2020-10-20 02:46:12.288","ZTF_AMPEL_COMPLETE","",""
"69932","AT 2020yhp","11:02:09.862","+47:38:17.04","","","","","ZTF","ZTF","","ZTF","ZTF18aayajbe","P48 - ZTF-Cam","","1","1","","19.2","g-ZTF","2020-10-22 12:13:39.936","ZTF_AMPEL_COMPLETE","",""
"69931","AT 2020yho","11:39:44.340","-09:59:02.60","","","","","MASTER","MASTER","","MASTER","MASTER OT J113944.34-095902.6","Other - Other","","1","1","","19.6","Clear-","2020-02-27 02:21:29.664","MASTER","",""
"69930","SN 2020yhn","22:04:02.670","+03:17:05.57","SN Ia","0.09","[DD2013] W4-2+2 133545","0.055","ALeRCE, YSE, ZTF, ATLAS, Pan-STARRS1, GaiaAlerts","ZTF, Pan-STARRS1, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ZTF20acnsinb","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.937","g-ZTF","2020-10-22 03:52:10.004","ALeRCE","",""
"69929","AT 2020yhm","19:26:09.893","+82:33:28.46","","","","","ALeRCE, ZTF, ATLAS","ZTF, ATLAS","","ATLAS; ZTF","ZTF20acnwjqa","ATLAS1 - ACAM1, P48 - ZTF-Cam","","1","1","","19.5137","g-ZTF","2020-10-28 04:10:33.997","ALeRCE","",""
"69928","AT 2020yhl","22:37:22.685","-02:04:50.56","","","WISEA J223723.19-020453.0","0.090782","ALeRCE, ZTF, Pan-STARRS1, ATLAS","ZTF, Pan-STARRS1, ATLAS","","ATLAS; Pan-STARRS1; ZTF","ZTF20acmydwh","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.9532","r-ZTF","2020-10-24 04:04:30.996","ALeRCE","",""
"69927","AT 2020yhk","07:27:22.439","+49:01:58.22","","","WISEA J072722.42+490157.8","","ALeRCE, ATLAS","ZTF, ATLAS","","ATLAS; ZTF","ZTF20acnuvwa","ATLAS1 - ACAM1, P48 - ZTF-Cam","","1","1","","19.7581","g-ZTF","2020-10-27 11:44:43.002","ALeRCE","",""
"69926","SN 2020yhj","08:49:39.090","+20:01:23.45","SN Ia","0.1","SDSS J084939.08+200124.6","0.092","ALeRCE, ZTF","ZTF","ZTF","ZTF","ZTF20acnviyk","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.8442","g-ZTF","2020-10-27 11:58:44.996","ALeRCE","",""
"69925","AT 2020yhi","08:29:15.175","+50:46:21.73","","","WISEA J082915.01+504618.3","0.116328","ALeRCE, ATLAS, ZTF","ZTF, ATLAS","","ATLAS; ZTF","ZTF20acmwfal","ATLAS1 - ACAM1, P48 - ZTF-Cam","","1","1","","19.6865","g-ZTF","2020-10-27 12:13:30.000","ALeRCE","",""
"69924","SN 2020yhh","21:57:40.848","-05:40:12.70","SN Ia","0.14","SDSS J215740.85-054012.8","0.127","ALeRCE, ZTF","ZTF","ePESSTO+","ZTF","ZTF20acnwgtl","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.7142","g-ZTF","2020-10-28 03:57:44.001","ALeRCE","",""
"69923","SN 2020yhg","03:33:13.960","-14:40:35.38","SN Ia","0.09","WISEA J033314.02-144034.1","","ALeRCE, ZTF","ZTF","ePESSTO+","ZTF","ZTF20acmntog","P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.2961","r-ZTF","2020-10-28 07:07:55.998","ALeRCE","","TESS-active sector/s (30,31);TESS-Sector31"
"69922","AT 2020yhf","11:43:04.270","-10:29:24.00","","","","","MASTER","MASTER","","MASTER","MASTER OT J114304.27-102924.0","Other - Other","","1","1","","18.8","Clear-","2020-02-25 06:57:16.992","MASTER","",""
"69921","AT 2020yhe","11:02:13.057","+68:32:58.45","","","","","ZTF","ZTF","","ZTF","ZTF20aclmssm","P48 - ZTF-Cam","","1","1","","20.36","g-ZTF","2020-10-18 12:17:16.800","ZTF_Bot1","",""
"69920","SN 2020yhd","05:51:05.860","+61:18:43.20","SN Ia","0.06","","","ATLAS, ZTF, Pan-STARRS1, GaiaAlerts","ATLAS, ZTF, Pan-STARRS1, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS1; ZTF","ATLAS20beuc","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.963","orange-ATLAS","2020-10-28 13:35:02.400","ATLAS_Bot1","",""
"69919","AT 2020yhc","10:58:35.010","+05:47:06.90","","","","","MASTER","MASTER","","MASTER","MASTER OT J105835.01+054706.9","Other - Other","","1","1","","16","Clear-","2020-02-27 00:46:03.072","MASTER","",""
"69918","SN 2020yhb","18:15:14.980","+76:55:08.96","SN Ia","0.07","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20acnsgdb","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.53","g-ZTF","2020-10-23 05:08:09.600","ZTF_Bot1","",""
"69917","AT 2020yha","03:56:35.390","-45:38:37.10","","","","","MASTER","MASTER","","MASTER","MASTER OT J035635.39-453837.1","Other - Other","","1","1","","19.3","Clear-","2020-03-14 19:02:32.352","MASTER","","TESS-active sector/s (30,31);TESS-Sector31;TESS-Sector30"
"69916","AT 2020ygz","03:45:15.540","-46:15:40.70","","","","","MASTER","MASTER","","MASTER","MASTER OT J034515.54-461540.7","Other - Other","","1","1","","18.5","Clear-","2020-03-14 19:02:32.352","MASTER","","TESS-active sector/s (30,31);TESS-Sector31;TESS-Sector30"
"69915","SN 2020ygy","20:04:04.216","+49:57:16.75","SN Ia","0.065","","","ZTF","ZTF","ZTF","ZTF","ZTF20acjzzyr","P48 - ZTF-Cam","P60 - SEDM","1","1","","20.41","g-ZTF","2020-10-17 04:22:04.800","ZTF_Bot1","",""
"69914","AT 2020ygx","23:06:54.000","-00:16:05.70","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eza","Gaia - Gaia-photometric","","1","1","","18.58","G-Gaia","2020-10-26 02:25:26.400","Gaia_Bot1","",""
"69913","AT 2020ygw","05:03:06.140","-68:52:57.72","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyz","Gaia - Gaia-photometric","","1","1","","15.59","G-Gaia","2020-10-27 00:51:50.400","Gaia_Bot1","","TESS-active sector/s (30,31);TESS-Sector31;TESS-Sector30"
"69912","SN 2020ygv","07:48:36.880","-60:19:35.04","SN Ia","0.05","","","GaiaAlerts","GaiaAlerts","ePESSTO+","GaiaAlerts","Gaia20eyy","Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.5","G-Gaia","2020-10-26 08:16:47.000","Gaia_Bot1","",""
"69911","AT 2020ygu","10:58:36.550","-06:55:46.56","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyx","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2020-10-26 13:09:07.200","Gaia_Bot1","",""
"69910","AT 2020ygt","05:27:13.280","-68:53:19.18","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia20eyw","Gaia - Gaia-photometric","","1","1","","15.69","G-Gaia","2020-10-27 00:48:57.600","Gaia_Bot1","","TESS-active sector/s (30,31);TESS-Sector31;TESS-Sector30"
